SIMULACION NUMERO : 1
-------------------------------- 
t_funcionando      t_parado        t_total_func       t_total_parado       t_total       Disponibilidad 
        94,3115         38,0566       4681,9911       1790,0665       6472,0576          0,7234 
        52,1084         12,1539       4734,0995       1802,2205       6536,3199          0,7243 
        99,5079         37,4605       4833,6074       1839,6810       6673,2884          0,7243 
        52,2092         29,6469       4885,8166       1869,3279       6755,1445          0,7233 
        37,3354         36,3488       4923,1520       1905,6767       6828,8287          0,7209 
        40,2037         27,1459       4963,3557       1932,8226       6896,1784          0,7197 
        30,9906         15,4389       4994,3463       1948,2615       6942,6079          0,7194 
        62,9694          9,2600       5057,3157       1957,5215       7014,8373          0,7209 
        74,7130         23,6817       5132,0287       1981,2033       7113,2320          0,7215 
        49,6292         35,6791       5181,6579       2016,8824       7198,5402          0,7198 
        38,6730         26,8788       5220,3308       2043,7611       7264,0920          0,7186 
        79,7900         32,2883       5300,1208       2076,0494       7376,1702          0,7185 
        52,5310         23,0775       5352,6518       2099,1269       7451,7787          0,7183 
        88,1945         30,2390       5440,8463       2129,3659       7570,2122          0,7187 
        41,4570         27,1255       5482,3034       2156,4914       7638,7947          0,7177 
        63,8355          7,8396       5546,1389       2164,3310       7710,4699          0,7193 
        54,1440         13,9219       5600,2829       2178,2529       7778,5358          0,7200 
        31,3154         14,2600       5631,5983       2192,5129       7824,1112          0,7198 
        75,7842         35,5133       5707,3825       2228,0262       7935,4087          0,7192 
        52,8732         18,2010       5760,2557       2246,2272       8006,4829          0,7194 
        96,8731         24,1859       5857,1288       2270,4131       8127,5420          0,7207 
        43,4340         20,3961       5900,5628       2290,8092       8191,3721          0,7203 
        71,6068         28,1471       5972,1696       2318,9564       8291,1260          0,7203 
        39,5480         35,5859       6011,7176       2354,5423       8366,2600          0,7186 
        63,9972         12,3127       6075,7149       2366,8550       8442,5699          0,7197 
        72,8240          9,3732       6148,5388       2376,2282       8524,7670          0,7213 
        49,5969         13,5625       6198,1358       2389,7907       8587,9265          0,7217 
        47,0250         17,4395       6245,1608       2407,2303       8652,3911          0,7218 
        46,0877         25,1343       6291,2485       2432,3645       8723,6130          0,7212 
        88,4016         23,6905       6379,6501       2456,0550       8835,7051          0,7220 
        36,4187         27,2311       6416,0688       2483,2861       8899,3549          0,7210 
        66,5819         23,3326       6482,6507       2506,6187       8989,2694          0,7212 
        58,4195         10,9707       6541,0701       2517,5894       9058,6596          0,7221 
        48,5898         33,5451       6589,6599       2551,1345       9140,7944          0,7209 
        46,5854         15,2828       6636,2453       2566,4173       9202,6626          0,7211 
        59,0097         32,5656       6695,2550       2598,9829       9294,2379          0,7204 
        42,5123         38,0528       6737,7673       2637,0357       9374,8030          0,7187 
        93,9613         26,9027       6831,7286       2663,9384       9495,6670          0,7195 
        58,7331         17,0763       6890,4617       2681,0147       9571,4764          0,7199 
        42,0350         29,4746       6932,4967       2710,4893       9642,9860          0,7189 
        54,5558         38,8486       6987,0524       2749,3380       9736,3904          0,7176 
        45,2977          7,0884       7032,3501       2756,4264       9788,7765          0,7184 
        99,8664         20,5779       7132,2165       2777,0043       9909,2208          0,7198 
        82,1841         11,8196       7214,4006       2788,8239      10003,2245          0,7212 
        97,6578         30,1806       7312,0584       2819,0045      10131,0629          0,7217 
        99,3123         10,4497       7411,3706       2829,4542      10240,8249          0,7237 
        32,0812         34,0926       7443,4519       2863,5468      10306,9987          0,7222 
        47,3409         18,2948       7490,7928       2881,8416      10372,6344          0,7222 
        99,8732         30,0005       7590,6660       2911,8422      10502,5082          0,7227 
